2016-06-01 00:00	2	1	2	IE	6	1	19	752.73
2016-06-01 00:00	4	1	2	IE	1	0	0	0.0
2016-06-01 00:00	4	2	-1	IE	4	0	0	0.0
2016-06-01 00:00	2	1	1	Chrome	8	0	0	0.0
2016-06-01 00:00	3	1	1	Chrome	19	1	2	130.01
2016-06-01 00:00	2	2	-1	Chrome	3	0	0	0.0
2016-06-01 00:00	3	1	2	Chrome	14	2	24	1340.99
2016-06-01 00:00	2	1	3	IE	3	1	11	459.69
2016-06-01 00:00	3	2	-1	Chrome	14	1	3	159.3
2016-06-01 00:00	4	1	1	IE	1	0	0	0.0
2016-06-01 00:00	3	1	2	Safari	4	0	0	0.0
2016-06-01 00:00	3	1	2	FireFox	4	0	0	0.0
2016-06-01 00:00	4	1	3	IE	1	0	0	0.0
2016-06-01 00:00	3	1	1	Safari	5	0	0	0.0
2016-06-01 00:00	3	1	3	Safari	1	0	0	0.0
2016-06-01 00:00	3	1	2	NA	1	0	0	0.0
2016-06-01 00:00	3	1	3	FireFox	2	0	0	0.0
2016-06-01 00:00	3	2	-1	IE	19	0	0	0.0
2016-06-01 00:00	2	2	-1	Safari	2	0	0	0.0
2016-06-01 00:00	4	2	-1	Chrome	1	0	0	0.0
2016-06-01 00:00	3	1	-3	Chrome	1	0	0	0.0
2016-06-01 00:00	3	2	-1	Unknown	1	0	0	0.0
2016-06-01 00:00	3	1	3	IE	6	0	0	0.0
2016-06-01 00:00	3	1	1	FireFox	6	0	0	0.0
2016-06-01 00:00	4	1	2	Safari	1	0	0	0.0
2016-06-01 00:00	2	1	3	Chrome	4	0	0	0.0
2016-06-01 00:00	3	1	1	IE	22	0	0	0.0
2016-06-01 00:00	4	1	3	FireFox	1	0	0	0.0
2016-06-01 00:00	2	1	1	IE	9	0	0	0.0
2016-06-01 00:00	2	1	1	Safari	1	0	0	0.0
2016-06-01 00:00	3	1	2	IE	11	1	11	724.7499999999999
2016-06-01 00:00	4	1	2	Chrome	1	0	0	0.0
2016-06-01 00:00	4	1	1	NA	1	0	0	0.0
2016-06-01 00:00	3	1	3	Chrome	16	0	0	0.0
2016-06-01 00:00	3	1	3	Unknown	1	0	0	0.0
2016-06-01 00:00	2	2	-1	IE	4	0	0	0.0
2016-06-01 00:00	4	1	3	Chrome	2	0	0	0.0
2016-06-01 00:00	2	1	2	Chrome	6	0	0	0.0
2016-06-01 00:00	1	1	3	Chrome	1	1	4	169.73000000000002
2016-06-01 00:00	4	1	1	Chrome	4	0	0	0.0
2016-06-01 00:00	3	2	-1	Safari	5	0	0	0.0
