2016-05-31 19:00	3	1	1	NA	23	1	8	453.44999999999993
2016-05-31 19:00	4	1	1	Safari	25	0	0	0.0
2016-05-31 19:00	3	2	2	Chrome	4	3	26	1035.26
2016-05-31 19:00	2	2	-1	Chrome	387	30	192	9782.44
2016-05-31 19:00	4	1	2	FireFox	22	0	0	0.0
2016-05-31 19:00	2	1	1	FireFox	87	8	50	2511.79
2016-05-31 19:00	4	1	3	Safari	30	0	0	0.0
2016-05-31 19:00	2	2	3	IE	1	0	0	0.0
2016-05-31 19:00	1	1	2	Chrome	3	0	0	0.0
2016-05-31 19:00	2	1	1	NA	14	3	3	86.03
2016-05-31 19:00	3	1	1	Unknown	39	0	0	0.0
2016-05-31 19:00	2	2	-3	Chrome	7	0	0	0.0
2016-05-31 19:00	3	1	2	Unknown	26	1	2	9.870000000000001
2016-05-31 19:00	2	2	-1	NA	7	1	3	131.62
2016-05-31 19:00	4	1	1	Chrome	190	1	22	1066.02
2016-05-31 19:00	2	1	1	Unknown	11	0	0	0.0
2016-05-31 19:00	3	2	-3	IE	16	1	1	70.19
2016-05-31 19:00	3	2	3	Chrome	4	1	14	683.46
2016-05-31 19:00	2	1	2	NA	8	0	0	0.0
2016-05-31 19:00	2	1	2	Safari	67	7	24	1146.25
2016-05-31 19:00	4	1	2	NA	3	0	0	0.0
2016-05-31 19:00	3	1	3	Chrome	906	37	248	11962.619999999999
2016-05-31 19:00	2	1	2	Chrome	307	28	251	12471.38
2016-05-31 19:00	4	1	2	Safari	28	0	0	0.0
2016-05-31 19:00	2	1	-3	IE	17	1	11	538.92
2016-05-31 19:00	3	2	2	IE	1	1	2	104.47
2016-05-31 19:00	3	2	-1	Safari	195	1	14	715.1099999999999
2016-05-31 19:00	2	1	-3	FireFox	1	0	0	0.0
2016-05-31 19:00	3	1	1	Chrome	1476	48	309	14977.39
2016-05-31 19:00	2	1	3	NA	9	0	0	0.0
2016-05-31 19:00	3	1	-1	IE	4	0	0	0.0
2016-05-31 19:00	2	2	3	Safari	1	1	8	677.08
2016-05-31 19:00	3	2	-1	Chrome	1251	34	226	10698.95
2016-05-31 19:00	2	2	-3	IE	8	0	0	0.0
2016-05-31 19:00	3	2	3	FireFox	1	1	4	205.62
2016-05-31 19:00	4	1	2	Chrome	150	0	0	0.0
2016-05-31 19:00	3	1	2	FireFox	213	6	32	1687.39
2016-05-31 19:00	4	1	1	FireFox	35	0	0	0.0
2016-05-31 19:00	4	2	-1	Chrome	167	0	0	0.0
2016-05-31 19:00	4	1	3	FireFox	23	0	0	0.0
2016-05-31 19:00	1	2	-1	Safari	1	0	0	0.0
2016-05-31 19:00	4	2	-3	IE	2	0	0	0.0
2016-05-31 19:00	4	1	3	Chrome	116	0	0	0.0
2016-05-31 19:00	3	2	-1	IE	1178	33	241	11983.59
