start	siteId	gr	ad	browser	sessions	conversions	transactions	revenues
2016-05-31 23:00	2	1	1	FireFox	71	4	24	1258.91
2016-05-31 23:00	2	1	1	IE	415	29	221	10984.85
2016-05-31 23:00	2	1	1	NA	7	1	3	205.17
2016-05-31 23:00	2	1	1	Safari	65	6	28	1459.97
2016-05-31 23:00	2	1	1	Unknown	8	0	0	0
2016-05-31 23:00	2	1	2	Chrome	324	33	249	12251.11
2016-05-31 23:00	2	1	2	FireFox	56	6	51	2408.61
2016-05-31 23:00	2	1	2	IE	328	34	274	12685.89
2016-05-31 23:00	2	1	2	NA	14	2	4	276.55
2016-05-31 23:00	2	1	2	Safari	54	5	70	3461.71
2016-05-31 23:00	2	1	2	Unknown	13	3	16	951.43
2016-05-31 23:00	2	1	3	Chrome	262	31	197	10432.92
2016-05-31 23:00	2	1	3	FireFox	43	3	21	1357.11
2016-05-31 23:00	2	1	3	IE	304	40	283	13716.91
2016-05-31 23:00	2	1	3	NA	13	0	0	0
2016-05-31 23:00	2	1	3	Safari	43	7	60	3134.08
2016-05-31 23:00	2	1	3	Unknown	8	0	0	0
2016-05-31 23:00	2	2	-1	Chrome	352	25	133	6060.65
2016-05-31 23:00	2	2	-1	FireFox	51	4	33	1732.62
2016-05-31 23:00	2	2	-1	IE	314	20	129	6114.85
2016-05-31 23:00	2	2	-1	NA	11	1	9	328.33
2016-05-31 23:00	2	2	-1	Safari	58	1	1	26.55
2016-05-31 23:00	2	2	-1	Unknown	2	1	12	689.01
2016-05-31 23:00	2	2	-3	Chrome	5	1	14	621.12
2016-05-31 23:00	2	2	-3	FireFox	1	1	12	658.07
2016-05-31 23:00	2	2	-3	IE	1	0	0	0
2016-05-31 23:00	2	2	-3	NA	1	0	0	0
2016-05-31 23:00	2	2	1	IE	2	0	0	0
2016-05-31 23:00	2	2	1	Safari	1	1	4	82.76
2016-05-31 23:00	2	2	2	NA	1	0	0	0
2016-05-31 23:00	2	2	3	Chrome	1	0	0	0
2016-05-31 23:00	3	1	-1	Chrome	7	0	0	0
2016-05-31 23:00	3	1	-1	FireFox	1	0	0	0
2016-05-31 23:00	3	1	-1	IE	6	0	0	0
2016-05-31 23:00	3	1	-3	Chrome	35	0	0	0
2016-05-31 23:00	3	1	-3	FireFox	7	0	0	0
2016-05-31 23:00	3	1	-3	IE	36	0	0	0
2016-05-31 23:00	3	1	-3	NA	2	0	0	0
2016-05-31 23:00	3	1	-3	Safari	4	0	0	0
2016-05-31 23:00	3	1	1	Chrome	1354	38	278	13755.93
2016-05-31 23:00	3	1	1	FireFox	202	4	21	588.32
2016-05-31 23:00	3	1	1	IE	1387	40	270	13148.43
2016-05-31 23:00	3	1	1	NA	28	2	5	166.36
2016-05-31 23:00	3	1	1	Safari	255	12	79	3667.64
2016-05-31 23:00	3	1	1	Unknown	36	2	20	1202.86
2016-05-31 23:00	3	1	2	Chrome	1158	50	346	16892.91
2016-05-31 23:00	3	1	2	FireFox	186	8	69	3704.5
2016-05-31 23:00	3	1	2	IE	1136	42	301	15924.5
2016-05-31 23:00	3	1	2	NA	27	1	2	91.76
2016-05-31 23:00	3	1	2	Safari	179	6	35	1651.91
2016-05-31 23:00	3	1	2	Unknown	30	0	0	0
2016-05-31 23:00	3	1	3	Chrome	942	36	212	10967.18
2016-05-31 23:00	3	1	3	FireFox	176	7	44	2088.46
2016-05-31 23:00	3	1	3	IE	932	37	219	10505.31
2016-05-31 23:00	3	1	3	NA	17	0	0	0
2016-05-31 23:00	3	1	3	Safari	149	4	36	1548.05
2016-05-31 23:00	3	1	3	Unknown	21	1	5	227.79
2016-05-31 23:00	3	2	-1	Chrome	1167	37	277	14101.53
2016-05-31 23:00	3	2	-1	FireFox	217	7	23	961.34
2016-05-31 23:00	3	2	-1	IE	1065	37	236	12171.07
2016-05-31 23:00	3	2	-1	NA	27	0	0	0
2016-05-31 23:00	3	2	-1	Safari	174	4	40	2146.55
2016-05-31 23:00	3	2	-1	Unknown	29	0	0	0
2016-05-31 23:00	3	2	-3	Chrome	11	1	1	60.6
2016-05-31 23:00	3	2	-3	FireFox	1	0	0	0
2016-05-31 23:00	3	2	-3	IE	10	1	4	325.49
2016-05-31 23:00	3	2	-3	Safari	1	0	0	0
2016-05-31 23:00	3	2	1	Chrome	4	0	0	0
2016-05-31 23:00	3	2	1	IE	5	2	5	322.12
2016-05-31 23:00	3	2	1	NA	1	0	0	0
2016-05-31 23:00	3	2	2	Chrome	4	1	4	230.55
2016-05-31 23:00	3	2	2	IE	2	0	0	0
2016-05-31 23:00	4	1	-1	IE	1	0	0	0
2016-05-31 23:00	4	1	-3	Chrome	2	0	0	0
2016-05-31 23:00	4	1	-3	IE	5	0	0	0
2016-05-31 23:00	4	1	1	Chrome	173	0	0	0
2016-05-31 23:00	4	1	1	FireFox	33	0	0	0
2016-05-31 23:00	4	1	1	IE	205	0	0	0
2016-05-31 23:00	4	1	1	NA	3	0	0	0
2016-05-31 23:00	4	1	1	Safari	25	0	0	0
2016-05-31 23:00	4	1	1	Unknown	8	0	0	0
2016-05-31 23:00	4	1	2	Chrome	151	0	0	0
2016-05-31 23:00	4	1	2	FireFox	18	0	0	0
2016-05-31 23:00	4	1	2	IE	154	0	0	0
2016-05-31 23:00	4	1	2	NA	6	0	0	0
2016-05-31 23:00	4	1	2	Safari	22	0	0	0
2016-05-31 23:00	4	1	2	Unknown	3	0	0	0
2016-05-31 23:00	4	1	3	Chrome	116	0	0	0
2016-05-31 23:00	4	1	3	FireFox	25	0	0	0
2016-05-31 23:00	4	1	3	IE	124	0	0	0
2016-05-31 23:00	4	1	3	NA	4	0	0	0
2016-05-31 23:00	4	1	3	Safari	25	0	0	0
2016-05-31 23:00	4	1	3	Unknown	5	0	0	0
2016-05-31 23:00	4	2	-1	Chrome	133	0	0	0
2016-05-31 23:00	4	2	-1	FireFox	29	0	0	0
2016-05-31 23:00	4	2	-1	IE	167	0	0	0
2016-05-31 23:00	4	2	-1	NA	1	0	0	0
2016-05-31 23:00	4	2	-1	Safari	23	0	0	0
2016-05-31 23:00	4	2	-1	Unknown	5	0	0	0
2016-05-31 23:00	4	2	3	IE	1	0	0	0
2016-06-01 00:00	1	1	3	Chrome	1	1	4	169.73
2016-06-01 00:00	2	1	1	Chrome	8	0	0	0
2016-06-01 00:00	2	1	1	IE	9	0	0	0
2016-06-01 00:00	2	1	1	Safari	1	0	0	0
2016-06-01 00:00	2	1	2	Chrome	6	0	0	0
2016-06-01 00:00	2	1	2	IE	6	1	19	752.73
2016-06-01 00:00	2	1	3	Chrome	4	0	0	0
2016-06-01 00:00	2	1	3	IE	3	1	11	459.69
2016-06-01 00:00	2	2	-1	Chrome	3	0	0	0
2016-06-01 00:00	2	2	-1	IE	4	0	0	0
2016-06-01 00:00	2	2	-1	Safari	2	0	0	0
2016-06-01 00:00	3	1	-3	Chrome	1	0	0	0
2016-06-01 00:00	3	1	1	Chrome	19	1	2	130.01
2016-06-01 00:00	3	1	1	FireFox	6	0	0	0
2016-06-01 00:00	3	1	1	IE	22	0	0	0
2016-06-01 00:00	3	1	1	Safari	5	0	0	0
2016-06-01 00:00	3	1	2	Chrome	14	2	24	1340.99
2016-06-01 00:00	3	1	2	FireFox	4	0	0	0
2016-06-01 00:00	3	1	2	IE	11	1	11	724.75
2016-06-01 00:00	3	1	2	NA	1	0	0	0
2016-06-01 00:00	3	1	2	Safari	4	0	0	0
2016-06-01 00:00	3	1	3	Chrome	16	0	0	0
2016-06-01 00:00	3	1	3	FireFox	2	0	0	0
2016-06-01 00:00	3	1	3	IE	6	0	0	0
2016-06-01 00:00	3	1	3	Safari	1	0	0	0
2016-06-01 00:00	3	1	3	Unknown	1	0	0	0
2016-06-01 00:00	3	2	-1	Chrome	14	1	3	159.3
2016-06-01 00:00	3	2	-1	IE	19	0	0	0
2016-06-01 00:00	3	2	-1	Safari	5	0	0	0
2016-06-01 00:00	3	2	-1	Unknown	1	0	0	0
2016-06-01 00:00	4	1	1	Chrome	4	0	0	0
2016-06-01 00:00	4	1	1	IE	1	0	0	0
2016-06-01 00:00	4	1	1	NA	1	0	0	0
2016-06-01 00:00	4	1	2	Chrome	1	0	0	0
2016-06-01 00:00	4	1	2	IE	1	0	0	0
2016-06-01 00:00	4	1	2	Safari	1	0	0	0
2016-06-01 00:00	4	1	3	Chrome	2	0	0	0
2016-06-01 00:00	4	1	3	FireFox	1	0	0	0
2016-06-01 00:00	4	1	3	IE	1	0	0	0
2016-06-01 00:00	4	2	-1	Chrome	1	0	0	0
2016-06-01 00:00	4	2	-1	IE	4	0	0	0
